step	volume	average_movement_acceptance	average_volume_acceptance
77100	190.922260	0.275407	0.040000
77200	190.887611	0.260116	0.020000
77300	190.829534	0.261919	0.050000
77400	190.652220	0.281105	0.040000
77500	190.605570	0.273895	0.030000
77600	190.434077	0.265349	0.090000
77700	190.127256	0.262209	0.070000
77800	190.282348	0.262442	0.060000
77900	190.897498	0.256395	0.050000
78000	190.829615	0.256453	0.070000
78100	190.545117	0.251686	0.030000
78200	189.812149	0.241570	0.070000
78300	189.765899	0.250640	0.050000
78400	189.896965	0.245174	0.020000
78500	190.502464	0.247733	0.080000
78600	190.438598	0.251977	0.040000
78700	190.650333	0.258663	0.020000
78800	190.482021	0.266570	0.060000
78900	190.396084	0.264651	0.100000
79000	190.389237	0.259942	0.060000
79100	190.296377	0.263256	0.070000
79200	189.847557	0.274884	0.070000
79300	190.260256	0.263837	0.030000
79400	189.988209	0.262093	0.090000
79500	190.065525	0.263256	0.040000
79600	190.567977	0.262151	0.070000
79700	190.560610	0.266453	0.030000
79800	190.352340	0.261744	0.050000
79900	190.312849	0.278895	0.040000
80000	190.659296	0.270930	0.080000
80100	190.428667	0.260116	0.070000
80200	190.277588	0.269477	0.060000
80300	190.401364	0.240000	0.050000
80400	190.573241	0.266977	0.050000
80500	191.119555	0.254535	0.040000
80600	191.765445	0.270116	0.070000
80700	192.618189	0.269477	0.080000
80800	192.837056	0.284186	0.080000
80900	192.863605	0.290640	0.040000
81000	192.920246	0.287849	0.130000
81100	192.881117	0.288023	0.070000
81200	192.780698	0.278953	0.030000
81300	192.674561	0.280640	0.120000
81400	192.186052	0.284360	0.070000
81500	192.044770	0.279884	0.030000
81600	192.379887	0.289709	0.070000
81700	193.084322	0.293663	0.030000
81800	193.042953	0.278663	0.050000
81900	193.173230	0.298895	0.050000
82000	192.977046	0.292558	0.090000
82100	191.969793	0.280174	0.040000
82200	191.899793	0.282267	0.060000
82300	191.888292	0.287384	0.080000
82400	191.989177	0.270233	0.030000
82500	192.122565	0.282500	0.050000
82600	192.669986	0.290872	0.060000
82700	192.180751	0.289651	0.130000
82800	191.715631	0.276802	0.050000
82900	191.909216	0.280814	0.100000
83000	191.681690	0.271570	0.070000
83100	191.577976	0.270640	0.050000
83200	191.660790	0.262791	0.080000
83300	192.194418	0.259302	0.050000
83400	192.438139	0.270988	0.040000
83500	192.386138	0.284826	0.040000
83600	192.054746	0.274826	0.100000
83700	191.293856	0.268895	0.040000
83800	191.142532	0.265988	0.060000
83900	191.104240	0.278081	0.050000
84000	190.974152	0.269477	0.060000
84100	190.986493	0.270581	0.060000
84200	190.526550	0.247151	0.050000
84300	190.892452	0.270233	0.090000
84400	190.127871	0.265756	0.080000
84500	189.333873	0.246221	0.030000
84600	189.264791	0.240058	0.040000
84700	189.499026	0.260988	0.070000
84800	189.583700	0.272616	0.040000
84900	189.793609	0.257500	0.030000
85000	190.174474	0.261163	0.070000
85100	190.366955	0.270581	0.030000
85200	190.178699	0.260581	0.080000
85300	189.757345	0.260581	0.050000
85400	189.741779	0.261279	0.020000
85500	189.772197	0.273721	0.060000
85600	189.832925	0.270233	0.040000
85700	189.911795	0.264651	0.090000
85800	190.026980	0.261919	0.040000
85900	189.835142	0.255349	0.070000
86000	189.846278	0.261802	0.040000
86100	189.617500	0.260930	0.040000
86200	189.616317	0.254244	0.060000
86300	189.183519	0.262151	0.050000
86400	189.134903	0.257151	0.090000
86500	188.987695	0.258895	0.050000
86600	189.044109	0.247151	0.110000
86700	188.954592	0.263605	0.070000
86800	189.141861	0.260407	0.090000
86900	189.228634	0.253663	0.040000
87000	189.139802	0.259186	0.050000
87100	188.682383	0.243837	0.040000
87200	188.534656	0.260407	0.030000
87300	188.764349	0.257151	0.060000
87400	188.983956	0.275814	0.060000
87500	188.554492	0.260581	0.100000
87600	188.662178	0.255174	0.040000
87700	188.334810	0.254651	0.050000
87800	188.443550	0.266570	0.080000
87900	188.699717	0.265756	0.050000
88000	188.579210	0.264302	0.040000
88100	188.379390	0.251628	0.080000
88200	188.316377	0.244128	0.040000
88300	188.144907	0.245407	0.100000
88400	187.983279	0.247035	0.050000
88500	188.335403	0.238430	0.030000
88600	188.652332	0.251628	0.070000
88700	188.153436	0.255640	0.120000
88800	187.010583	0.244826	0.050000
88900	186.691677	0.235058	0.040000
89000	186.846068	0.227267	0.050000
89100	187.142371	0.234360	0.070000
89200	187.139958	0.234651	0.030000
89300	187.135632	0.237616	0.040000
89400	186.881475	0.238372	0.090000
89500	186.667287	0.236919	0.050000
89600	186.638777	0.235640	0.040000
89700	186.725639	0.242500	0.030000
89800	186.744918	0.247558	0.060000
89900	186.742593	0.233547	0.060000
90000	187.001997	0.230174	0.020000
90100	186.913661	0.239942	0.040000
90200	186.826642	0.243547	0.030000
90300	186.764084	0.239651	0.010000
90400	186.769069	0.245291	0.040000
90500	186.642776	0.237442	0.040000
90600	186.684453	0.237442	0.050000
90700	186.602214	0.239535	0.030000
90800	186.594597	0.225407	0.040000
90900	186.597036	0.237791	0.070000
91000	186.642146	0.234767	0.030000
91100	186.593031	0.229419	0.110000
91200	186.739121	0.220988	0.070000
91300	186.878202	0.233488	0.010000
91400	186.699746	0.237209	0.060000
91500	186.643430	0.242791	0.040000
91600	186.935839	0.232849	0.080000
91700	187.141275	0.236919	0.050000
91800	187.143842	0.244651	0.090000
91900	187.087142	0.252965	0.090000
92000	187.223364	0.240988	0.030000
92100	187.356708	0.252384	0.100000
92200	187.141628	0.243081	0.040000
92300	187.137349	0.250756	0.030000
92400	187.045698	0.258023	0.050000
92500	187.107176	0.250000	0.070000
92600	186.873417	0.247267	0.080000
92700	186.427163	0.230988	0.040000
92800	186.618319	0.235349	0.020000
92900	186.591290	0.248372	0.090000
93000	186.159833	0.242791	0.100000
93100	186.154365	0.246163	0.090000
93200	185.912812	0.242093	0.050000
93300	186.315843	0.242267	0.070000
93400	186.177244	0.249419	0.020000
93500	186.176265	0.260581	0.020000
93600	185.801810	0.246047	0.040000
93700	185.461346	0.248488	0.090000
93800	185.554121	0.233023	0.110000
93900	185.406658	0.247267	0.040000
94000	185.677328	0.248140	0.050000
94100	185.601607	0.242674	0.070000
94200	185.146949	0.244186	0.080000
94300	184.884190	0.234186	0.090000
94400	185.165496	0.234593	0.080000
94500	185.317116	0.246279	0.020000
94600	185.482332	0.237151	0.100000
94700	185.476686	0.233081	0.100000
94800	185.817766	0.251512	0.040000
94900	186.011738	0.237151	0.030000
95000	186.265725	0.251570	0.070000
95100	186.209139	0.247907	0.050000
95200	185.992576	0.250872	0.070000
95300	186.425106	0.253140	0.040000
95400	186.929645	0.241395	0.060000
95500	187.164313	0.233895	0.040000
95600	187.162827	0.237442	0.080000
95700	187.218149	0.240233	0.060000
95800	187.574773	0.229186	0.060000
95900	187.945899	0.238663	0.040000
96000	188.366762	0.229012	0.080000
96100	188.275246	0.246628	0.110000
96200	188.029852	0.250872	0.050000
96300	188.065895	0.250523	0.040000
96400	188.304697	0.253837	0.090000
96500	188.476243	0.243721	0.020000
96600	188.500627	0.240058	0.050000
96700	188.919762	0.252616	0.130000
96800	189.226798	0.249942	0.090000
96900	189.062415	0.266744	0.050000
97000	188.917497	0.251453	0.040000
97100	188.800813	0.252267	0.100000
97200	188.519069	0.250872	0.080000
97300	188.449907	0.248547	0.040000
97400	188.361506	0.250581	0.040000
97500	188.482219	0.244360	0.070000
97600	189.094883	0.238953	0.060000
97700	189.196667	0.242035	0.070000
97800	189.296032	0.250756	0.080000
97900	188.804588	0.256744	0.070000
98000	188.780772	0.248779	0.070000
98100	189.002701	0.249070	0.050000
98200	189.378175	0.261977	0.070000
98300	189.331696	0.254767	0.030000
98400	189.165661	0.257267	0.040000
98500	188.580695	0.250930	0.060000
98600	188.047465	0.265058	0.150000
98700	187.903622	0.258430	0.070000
98800	187.848779	0.246686	0.050000
98900	187.715769	0.246802	0.060000
99000	187.662298	0.259186	0.060000
99100	187.451240	0.237326	0.090000
99200	187.464301	0.249477	0.050000
99300	187.426719	0.253895	0.040000
99400	187.130739	0.254651	0.050000
99500	187.028307	0.253256	0.050000
99600	187.131764	0.244535	0.040000
99700	187.082897	0.240581	0.050000
99800	187.210994	0.233430	0.040000
99900	187.040981	0.248140	0.080000
